likes_count,retweets_count,replies_count,id,language,hashtags,name,created_at,tweet,cashtags,username
39,4,3,1448441608756674564,en,['bitcoin'],Cheds,2021-10-14 00:12:44 UTC,"New video for $BTC #Bitcoin Live members 🧠🧑‍🎓 ""Cryptocurrency Market Update - Oct 13th 2021""  $BTC $LTC $ETH $BCH $ADA $BNB $EOS $LINK $DOGE $XLM $XRP $THETA $DOT $UNI $SUSHI $LUNA $SOL $MATIC $AVAX  Member link  https://t.co/9XwJB582WA  Why join?  https://t.co/8qT4dJLAJy","['btc', 'btc', 'ltc', 'eth', 'bch', 'ada', 'bnb', 'eos', 'link', 'doge', 'xlm', 'xrp', 'theta', 'dot', 'uni', 'sushi', 'luna', 'sol', 'matic', 'avax']",bigcheds
0,0,0,1447983960034889731,en,[],Cheds,2021-10-12 17:54:12 UTC,"@MortenP57292819 $SOL so far holding daily MA 50 , watch that. Focus on price not narratives",['sol'],bigcheds
140,8,10,1447693628042842116,en,[],Cheds,2021-10-11 22:40:32 UTC,$SOL (USDT) first daily MA 50 tag since late July,['sol'],bigcheds
28,5,7,1447360235849519107,en,['bitcoin'],Cheds,2021-10-11 00:35:45 UTC,"New video for $BTC #Bitcoin Live members  🧠🧑‍🎓 ""Cryptocurrency Market Update - Oct 10th 2021""  $BTC $LTC $ETH $BCH $ADA $BNB $EOS $LINK $DOGE $XLM $XRP $THETA $DOT $UNI $SUSHI $LUNA $SOL $MATIC $AVAX  Member link   https://t.co/n4gLaZThAz  Why join?  https://t.co/4gWlzY8vwd","['btc', 'btc', 'ltc', 'eth', 'bch', 'ada', 'bnb', 'eos', 'link', 'doge', 'xlm', 'xrp', 'theta', 'dot', 'uni', 'sushi', 'luna', 'sol', 'matic', 'avax']",bigcheds
27,1,2,1446088846878326785,en,[],Cheds,2021-10-07 12:23:42 UTC,Trying $SOL,['sol'],bigcheds
19,3,2,1445908961400659968,en,['bitcoin'],Cheds,2021-10-07 00:28:54 UTC,"Video posted for $BTC #Bitcoin Live members 🧠 ""Cryptocurrency Market Update - Oct 6th 2021""  $BTC $LTC $ETH $BCH $ADA $BNB $EOS $LINK $DOGE $XLM $XRP $THETA $DOT $UNI $SUSHI $LUNA $SOL $MATIC $AVAX  Member link - https://t.co/8sYmfM60km  Why join? https://t.co/4gWlzY8vwd","['btc', 'btc', 'ltc', 'eth', 'bch', 'ada', 'bnb', 'eos', 'link', 'doge', 'xlm', 'xrp', 'theta', 'dot', 'uni', 'sushi', 'luna', 'sol', 'matic', 'avax']",bigcheds
54,7,14,1444819539376623617,en,['bitcoin'],Cheds,2021-10-04 00:19:56 UTC,"*NEW*   Video posted for $BTC #Bitcoin Live members 🧠 ""Cryptocurrency Market Update - Oct 2nd 2021""  $BTC $LTC $ETH $BCH $ADA $BNB $EOS $LINK $DOGE $XLM $XRP $THETA $DOT $UNI $SUSHI $LUNA $SOL $MATIC $AVAX  Member link - https://t.co/G5vbevS0BI  Why join? https://t.co/4gWlzY8vwd","['btc', 'btc', 'ltc', 'eth', 'bch', 'ada', 'bnb', 'eos', 'link', 'doge', 'xlm', 'xrp', 'theta', 'dot', 'uni', 'sushi', 'luna', 'sol', 'matic', 'avax']",bigcheds
34,1,5,1444661303918858245,en,[],Cheds,2021-10-03 13:51:10 UTC,Good game $SOL  https://t.co/0gXkgPZLjE,['sol'],bigcheds
86,9,7,1444346073947021318,en,[],Cheds,2021-10-02 16:58:33 UTC,$SOL (USDT) continued strength and a new lower high break on daily  https://t.co/sFULvuFu15,['sol'],bigcheds
34,2,3,1443993817871523842,en,[],Cheds,2021-10-01 17:38:48 UTC,$SOL (USDT) moving stop loss further into profit  https://t.co/alu51zG5lr,['sol'],bigcheds
87,6,3,1443900834442526720,en,[],Cheds,2021-10-01 11:29:19 UTC,$SOL (USDT) lower high break on daily  https://t.co/FBuMtULF2R,['sol'],bigcheds
72,1,12,1443897989475540997,en,[],Cheds,2021-10-01 11:18:01 UTC,"Long some $SOL here on lower high break.    Trade with me (Or against me) here -&gt;  https://t.co/ugdgTvVJtz  (Disclaimer: this is a trading exchange, and if you sign up with my link I will make a small % commission",['sol'],bigcheds
32,6,6,1443374182922850308,en,['bitcoin'],Cheds,2021-09-30 00:36:36 UTC,"*NEW*   Video posted for $BTC #Bitcoin Live members 🧠 ""Cryptocurrency Market Update - Sep 29th 2021""  $BTC $LTC $ETH $BCH $ADA $BNB $EOS $LINK $DOGE $XLM $XRP $THETA $DOT $UNI $SUSHI $LUNA $SOL $MATIC $AVAX  Watch -&gt; https://t.co/TekNExeuOK  Why join? https://t.co/4gWlzY8vwd","['btc', 'btc', 'ltc', 'eth', 'bch', 'ada', 'bnb', 'eos', 'link', 'doge', 'xlm', 'xrp', 'theta', 'dot', 'uni', 'sushi', 'luna', 'sol', 'matic', 'avax']",bigcheds
60,6,12,1440662946166673409,en,['bitcoin'],Cheds,2021-09-22 13:03:07 UTC,"*NEW*   Video posted for $BTC #Bitcoin Live members Brain ""Cryptocurrency Market Update - Sep 22nd 2021""  $BTC $LTC $ETH $BCH $ADA $BNB $EOS $LINK $DOGE $XLM $XRP $THETA $DOT $UNI $SUSHI $LUNA $SOL $MATIC $FTT  Watch -&gt; https://t.co/lHo0DPbNE0  Why join? https://t.co/4gWlzXQU7D","['btc', 'btc', 'ltc', 'eth', 'bch', 'ada', 'bnb', 'eos', 'link', 'doge', 'xlm', 'xrp', 'theta', 'dot', 'uni', 'sushi', 'luna', 'sol', 'matic', 'ftt']",bigcheds
53,5,11,1440109827552862211,en,[],Cheds,2021-09-21 00:25:13 UTC,$SOL (USDT) approaching lower BB on daily for first time since late July,['sol'],bigcheds
49,4,2,1439975429675356168,en,[],Cheds,2021-09-20 15:31:10 UTC,$SOL (USDT) nice bounce right off that daily EMA 34  https://t.co/975xIAIt5L,['sol'],bigcheds
17,1,1,1439975255280324612,en,[],Cheds,2021-09-20 15:30:28 UTC,$SOL long doing well  https://t.co/fvryEfxTIv,['sol'],bigcheds
49,2,5,1439931995275026433,en,[],Cheds,2021-09-20 12:38:34 UTC,$SOL $130.42 currently,['sol'],bigcheds
23,5,3,1439761091618353152,en,['bitcoin'],Cheds,2021-09-20 01:19:28 UTC,"*NEW*   Video posted for $BTC #Bitcoin Live members 🧠 ""Cryptocurrency Market Update - Sep 19th 2021""  $BTC $LTC $ETH $BCH $ADA $BNB $EOS $LINK $DOGE $XLM $XRP $THETA $DOT $UNI $SUSHI $LUNA $SOL $MATIC $FTT  Watch -&gt; https://t.co/BaZjrPhtji  Why join? https://t.co/4gWlzY8vwd","['btc', 'btc', 'ltc', 'eth', 'bch', 'ada', 'bnb', 'eos', 'link', 'doge', 'xlm', 'xrp', 'theta', 'dot', 'uni', 'sushi', 'luna', 'sol', 'matic', 'ftt']",bigcheds
147,6,8,1439374178700959744,en,[],Cheds,2021-09-18 23:42:01 UTC,$SOL (USDT) Flexing first close above daily EMA 8 in a week  https://t.co/k4cfvFKlvr,['sol'],bigcheds
322,19,42,1438825467541434368,en,[],Cheds,2021-09-17 11:21:38 UTC,"$SOL (USDT) having lost that $151 area, the next key level to watch is $128.50",['sol'],bigcheds
60,4,8,1438313600012201984,en,['bitcoin'],Cheds,2021-09-16 01:27:39 UTC,"*NEW*   Video posted for $BTC #Bitcoin Live members 🧠 ""Cryptocurrency Market Update - Sep 15th 2021""  $BTC $LTC $ETH $BCH $ADA $BNB $EOS $LINK $DOGE $XLM $XRP $THETA $DOT $UNI $SUSHI $LUNA $SOL $MATIC $FTT  Watch -&gt; https://t.co/wXpRa77GZf  Why join? https://t.co/4gWlzY8vwd","['btc', 'btc', 'ltc', 'eth', 'bch', 'ada', 'bnb', 'eos', 'link', 'doge', 'xlm', 'xrp', 'theta', 'dot', 'uni', 'sushi', 'luna', 'sol', 'matic', 'ftt']",bigcheds
85,2,5,1438141841803722766,en,[],Cheds,2021-09-15 14:05:09 UTC,Currently long $BTC short $LTC and long $SOL,"['btc', 'ltc', 'sol']",bigcheds
32,0,1,1438125777015525379,en,[],Cheds,2021-09-15 13:01:18 UTC,$SOL creeping back towards this key pivot,['sol'],bigcheds
74,5,5,1437951341549301762,en,[],Cheds,2021-09-15 01:28:10 UTC,$SOL While everyone debated the chain or whatever was going on (irrelevant to me) all you had to do was look as the chart and let the price guide you -      https://t.co/SOZsRVX2HG,['sol'],bigcheds
99,3,17,1437921105398882304,en,[],Cheds,2021-09-14 23:28:01 UTC,$SOL long again,['sol'],bigcheds
105,9,12,1437897248243916801,en,[],Cheds,2021-09-14 21:53:13 UTC,$SOL (USDT) rally back to level of interest  https://t.co/4t4iIXi0Qh,['sol'],bigcheds
72,2,11,1437864850559016966,en,[],Cheds,2021-09-14 19:44:29 UTC,Step 1) see people on social media complaining about the price Step 2) pull up chart and look for an entry  It helps to monitor sentiment  $SOL,['sol'],bigcheds
65,0,4,1437858756721848321,en,[],Cheds,2021-09-14 19:20:16 UTC,$SOL (USDT) testing range lows on 1H,['sol'],bigcheds
85,4,9,1437388297760878595,en,[],Cheds,2021-09-13 12:10:50 UTC,$SOL (USDT) Flirting with lower high break on the 1H,['sol'],bigcheds
47,2,9,1437218825469059074,en,['bitcoin'],Cheds,2021-09-13 00:57:24 UTC,"*NEW*   Video posted for $BTC #Bitcoin Live members 🧠 ""Cryptocurrency Market Update - Sep 12th 2021""  $BTC $LTC $ETH $BCH $ADA $BNB $EOS $LINK $DOGE $XLM $XRP $THETA $DOT $UNI $SUSHI $LUNA $SOL $MATIC $FTT  Watch -&gt; https://t.co/IinmL6T3D9  Why join? https://t.co/8qT4dJLAJy","['btc', 'btc', 'ltc', 'eth', 'bch', 'ada', 'bnb', 'eos', 'link', 'doge', 'xlm', 'xrp', 'theta', 'dot', 'uni', 'sushi', 'luna', 'sol', 'matic', 'ftt']",bigcheds
65,3,7,1436003807369076746,en,[],Cheds,2021-09-09 16:29:21 UTC,@MikeTyson $SOL now $ETH later,"['sol', 'eth']",bigcheds
55,8,16,1435775762498560000,en,['bitcoin'],Cheds,2021-09-09 01:23:11 UTC,"*NEW*   Video posted for $BTC #Bitcoin Live members 🧠 ""Cryptocurrency Market Update - Sep 9th 2021""  $BTC $LTC $ETH $BCH $ADA $BNB $EOS $LINK $DOGE $XLM $XRP $THETA $DOT $UNI $SUSHI $LUNA $SOL $MATIC $FTT  Watch -&gt; https://t.co/XYF7HBAJc7  Why join? https://t.co/aDfgdmEiUj","['btc', 'btc', 'ltc', 'eth', 'bch', 'ada', 'bnb', 'eos', 'link', 'doge', 'xlm', 'xrp', 'theta', 'dot', 'uni', 'sushi', 'luna', 'sol', 'matic', 'ftt']",bigcheds
85,1,10,1435276575319134209,en,[],Cheds,2021-09-07 16:19:36 UTC,$SOL excellent throwback off that $130 area horizontal.  Relative strength folks I can’t say it enough,['sol'],bigcheds
0,0,1,1435219431030992897,en,[],Cheds,2021-09-07 12:32:32 UTC,@elonesqandar Ok. Seems random to use BNB and DOGE for your SOL target,[],bigcheds
64,2,5,1435217644966264834,en,[],Cheds,2021-09-07 12:25:26 UTC,$SOL tagged $195 WOW,['sol'],bigcheds
154,12,19,1434910619468247047,en,[],Cheds,2021-09-06 16:05:25 UTC,$SOL $155 no slowing down,['sol'],bigcheds
33,3,4,1434681717693067270,en,['bitcoin'],Cheds,2021-09-06 00:55:51 UTC,"*NEW*   Video posted for $BTC #Bitcoin Live members Brain ""Cryptocurrency Market Update - Sep 5th 2021""  $BTC $LTC $ETH $BCH $ADA $BNB $EOS $LINK $DOGE $XLM $XRP $THETA $DOT $UNI $SUSHI $LUNA $SOL $MATIC $FTT  Watch -&gt; https://t.co/35IGjoIVXp  Why join? https://t.co/aDfgdmEiUj","['btc', 'btc', 'ltc', 'eth', 'bch', 'ada', 'bnb', 'eos', 'link', 'doge', 'xlm', 'xrp', 'theta', 'dot', 'uni', 'sushi', 'luna', 'sol', 'matic', 'ftt']",bigcheds
19,2,5,1433594264311697413,en,[],Cheds,2021-09-03 00:54:42 UTC,$SOL Visual  https://t.co/1UtAZVUV2t,['sol'],bigcheds
48,5,2,1433586987487961090,en,[],Cheds,2021-09-03 00:25:47 UTC,$SOL (USDT) $131 fresh highs,['sol'],bigcheds
62,3,4,1433511661508440070,en,[],Cheds,2021-09-02 19:26:28 UTC,$SOL (USDT) 1 hour 2x inside at range high re-test  https://t.co/y1kPThgaEO,['sol'],bigcheds
21,3,5,1433234758230814723,en,['bitcoin'],Cheds,2021-09-02 01:06:09 UTC,"*NEW*   Video posted for $BTC #Bitcoin Live members 🧠 ""Cryptocurrency Market Update - Sep 1st 2021""  $BTC $LTC $ETH $BCH $ADA $BNB $EOS $LINK $DOGE $XLM $XRP $THETA $AAVE $DOT $UNI $SUSHI $LUNA $SOL $MATIC  Watch -&gt; https://t.co/CpwmxTvkAR  Why join? https://t.co/aDfgdmEiUj","['btc', 'btc', 'ltc', 'eth', 'bch', 'ada', 'bnb', 'eos', 'link', 'doge', 'xlm', 'xrp', 'theta', 'aave', 'dot', 'uni', 'sushi', 'luna', 'sol', 'matic']",bigcheds
