username,name,id,likes_count,hashtags,created_at,tweet,replies_count,cashtags,retweets_count,language
incomesharks,IncomeSharks,1452673640349138946,20,[],2021-10-25 16:29:19 UTC,@SkizoUK @LayahHeilpern Easily if their product works and it takes even just a tiny bit of Uniswap volume,3,[],4,en
incomesharks,IncomeSharks,1451797822504792068,174,[],2021-10-23 06:29:08 UTC,@LayahHeilpern $MUTE buy 100x will happen in Q1 when it starts competing with Uniswap,27,['mute'],29,en
incomesharks,IncomeSharks,1451316508584394752,2,[],2021-10-21 22:36:34 UTC,@Richie_Rich0572 We need better Uniswap options that have this amount of volume,2,[],0,en
incomesharks,IncomeSharks,1450997597221449728,41,[],2021-10-21 01:29:20 UTC,Have you ever made a trade using Uniswap or MetaMask?,46,[],4,en
incomesharks,IncomeSharks,1450897243062505472,133,[],2021-10-20 18:50:33 UTC,$MUTE - Switch farming dApp and Mute amplifier program just announced. Their platform will be a permissionless DEX (like Uniswap) but will implement zk rollups for 99% cheaper fees and utilize limit orders and private transactions (no frontrunning). Testnet on zkSync 2.0 coming  https://t.co/aWzhQHFLIE,15,['mute'],39,en
incomesharks,IncomeSharks,1449934286832816134,5,[],2021-10-18 03:04:07 UTC,@ShameenYakubu You had to just increase slippage or use Uniswap,1,[],0,en
incomesharks,IncomeSharks,1449930332304654338,123,[],2021-10-18 02:48:24 UTC,$MUTE and $VOICE (the governance token) doing really well. Great growth and can't wait for the beta to be released. Both look like they'll be in price discovery here soon. Zk rollups and a better built Uniswap platform with limit orders and no front running bots. Easy hold  https://t.co/jgZ7OU3F3T,10,"['mute', 'voice']",33,en
incomesharks,IncomeSharks,1449915479644987393,1,[],2021-10-18 01:49:23 UTC,@Bsofferman @ShardiB2 Trying using Uniswap,1,[],0,en
incomesharks,IncomeSharks,1449152052156788736,23,[],2021-10-15 23:15:47 UTC,@Abdull17069552 @Uniswap Short term $ETH probably beats it. But if you are swing trading it or buying dips $MUTE has a pretty easy 10x path from here. Just wouldn't want to miss it once the beta comes out,3,"['eth', 'mute']",1,en
incomesharks,IncomeSharks,1449144226457919488,128,[],2021-10-15 22:44:42 UTC,$MUTE - This is going to be one of my favorite features. I don't even want to know how much I've spent on gas fees trading on @Uniswap. Zk rollups will decrease fees by almost 99% when their Switch Dex goes live.  https://t.co/uPepetdAqY,14,['mute'],24,en
incomesharks,IncomeSharks,1447991237143760896,17,[],2021-10-12 18:23:07 UTC,"@Kraut525 Have to time it when market conditions are slow. This is also why I am so bullish on $MUTE, they'll have 99% cheaper fees than Uniswap. Exchange can't come soon enough",1,['mute'],3,en
incomesharks,IncomeSharks,1447803155069079553,3,[],2021-10-12 05:55:45 UTC,@CryptoB18130730 @dollob28 This is on Uniswap... An ERC20 token,0,[],0,en
incomesharks,IncomeSharks,1447772262061391875,115,[],2021-10-12 03:53:00 UTC,Uniswap front running bots are loving all the new people trading meme tokens. $TKING for example is showing lots of people being front ran with 100 $ETH buys and then immediately dumped on. Friendly reminder to keep your slippage as low as possible.  https://t.co/i5pku8YrQP,23,"['tking', 'eth']",12,en
incomesharks,IncomeSharks,1447347936203993092,32,['bsc'],2021-10-10 23:46:53 UTC,Also $CLIQ is on #BSC for people who are concerned about Uniswap fees.,5,['cliq'],3,en
incomesharks,IncomeSharks,1446245353003446305,0,[],2021-10-07 22:45:36 UTC,"@woogityboogity @ShardiB2 Because it's a better Uniswap. Zk rollups, instant transactions, limit orders, private transaction (no front running bots). And the marketcap is tiny compared to all the competitors.   https://t.co/F7XU35OZC3",1,[],0,en
incomesharks,IncomeSharks,1446243721016537108,38,[],2021-10-07 22:39:07 UTC,"@ShardiB2 For people buying $MUTE and complaining about the gas fees, exactly. That's the point. You shouldn't think $150 gas fees are normal to trade, and this is why $MUTE is on path to take over Uniswap. We'll see how the alpha release goes here soon.",5,"['mute', 'mute']",6,en
incomesharks,IncomeSharks,1446198482478383105,292,[],2021-10-07 19:39:21 UTC,"@ChartSimpson $AXIA - DeFi index funds, 2 million marketcap $MUTE - Uniswap competitor using zk rollups to lower fees and allow limit orders and private transactions. $DOP - Collateralized loans using NFTs and staking NFTs. Small marketcap $TSX - Trade sport players like stocks. Super early",16,"['axia', 'mute', 'dop', 'tsx']",51,en
incomesharks,IncomeSharks,1446139931047329796,108,[],2021-10-07 15:46:42 UTC,"@ShardiB2 Well fortunately I know all about $MUTE and you are sitting on 200m marketcap gem. An actual contender of Uniswap when zk rollups come out. Imagine Unsiwap trading with $ETH but small fees, limit orders, and no front running bots. $3 to $5 prediction by Q1 of 2022.",11,"['mute', 'eth']",23,en
incomesharks,IncomeSharks,1445118375638695940,3,[],2021-10-04 20:07:24 UTC,@ashketchum8000 @uniswap_gem My secret little watermark,0,[],0,en
incomesharks,IncomeSharks,1445105986423836683,4,[],2021-10-04 19:18:10 UTC,@imuhnsure @uniswap_gem Like come on at least chart it yourself lol,1,[],0,en
incomesharks,IncomeSharks,1445105937505665044,2,[],2021-10-04 19:17:58 UTC,@distracted_db @uniswap_gem Yeah I'm wondering if some bots or paid followers,0,[],0,en
incomesharks,IncomeSharks,1445104758088364032,276,[],2021-10-04 19:13:17 UTC,"Nothing like @uniswap_gem stealing my charts and even copying the text, word for word. Never saw this because I was blocked but appreciate people letting me know.  https://t.co/r5TdAZcJd2",37,[],15,en
incomesharks,IncomeSharks,1444561390950174721,21,[],2021-10-03 07:14:08 UTC,"@diveaunaut @neelhome_ Absolutely not. Here's 2 year of spot trades, no leverage. An average of 1% on every trade. I assume you haven't traded microcaps on Uniswap. I've called 4 that did over 100x. Very easy to have 2x or 3x plays in a week there.  https://t.co/VwjK8TOzki",1,[],0,en
incomesharks,IncomeSharks,1444549283999453186,10,[],2021-10-03 06:26:02 UTC,"@diveaunaut @neelhome_ On Uniswap 6 months ago I turned $2k into $100k. Just had to play some coins that looked good early. Binance challenge did 17k to over $500k in 2 years. Longed $BTC at 100x at $3,400 with $40 turned into $5,000. Traded that a few time and turned it into $20k.",1,['btc'],0,en
incomesharks,IncomeSharks,1444071750115872768,1,[],2021-10-01 22:48:29 UTC,@DanDavidsohn @AltcoinDailyio Recently have shared $UNI $FTM and $TRU,0,"['uni', 'ftm', 'tru']",0,en
incomesharks,IncomeSharks,1444058730950127617,206,[],2021-10-01 21:56:45 UTC,Good time to be holding $UNI and $SOL,13,"['uni', 'sol']",18,en
incomesharks,IncomeSharks,1444055074829783042,22,[],2021-10-01 21:42:13 UTC,@Po640 The ones I'm in are moving. $TRU $UNI $FTM $AXIA $MUTE $CLIQ,2,"['tru', 'uni', 'ftm', 'axia', 'mute', 'cliq']",0,en
incomesharks,IncomeSharks,1443845394140524544,28,[],2021-10-01 07:49:01 UTC,$UNI moving now. Trade in profit.  https://t.co/DW0TSh5Ch8,2,['uni'],0,en
incomesharks,IncomeSharks,1443747346861289487,59,[],2021-10-01 01:19:25 UTC,$UNI - Consolidated a little longer but now it's looking really good for a big breakout.  https://t.co/5yUPiow2ME,4,['uni'],1,en
incomesharks,IncomeSharks,1442964590044717057,145,[],2021-09-28 21:29:01 UTC,"$UNI - Bullish consolidation after a possible downtrend breakout. Playing this one tight, either it holds above and continues pumping or I'll cut it.  https://t.co/bKminrL3X6",12,['uni'],7,en
incomesharks,IncomeSharks,1442739986600640513,148,[],2021-09-28 06:36:32 UTC,If using Uniswap PLEASE use auto slippage or make sure it's as small as possible. Seeing quite a few bots front running people and making them lose half or more of their holdings in seconds. Most of this front running is avoidable  https://t.co/pVAWNTQmCT,22,[],18,en
incomesharks,IncomeSharks,1441886807562412032,9,[],2021-09-25 22:06:18 UTC,@cryptdizzle @deficliq That's why you use Uniswap and not whatever BitForex is,0,[],0,en
incomesharks,IncomeSharks,1441213465335455754,2,[],2021-09-24 01:30:41 UTC,@JeanSolari2 I usually use Uniswap. Use to use Cryptopia in the day but they no longer exist,0,[],0,en
incomesharks,IncomeSharks,1441139755937271810,1,[],2021-09-23 20:37:47 UTC,@TargaryenCrypt I started my Uniswap account with $2k when I first started to play with and then things took off. So I've in profit since the beginning and treat it as zero risk. Obviously that's the best case scenario but I treat each position like it could go to zero. You don't need much,1,[],0,en
incomesharks,IncomeSharks,1441097808149286920,1,[],2021-09-23 17:51:06 UTC,"@entreprenoober @scatblingbling I think you missed the point where all Uniswap coins tanked hard in the last cycle. You can't deny that development is farther along, the volume has been insane, and the team is actually producing. Almost all Uniswap coins I traded took a nasty hit. This one is a hold for me  https://t.co/8gTTsBJyjE",2,[],0,en
incomesharks,IncomeSharks,1440743746144903175,47,[],2021-09-22 18:24:11 UTC,$AXIA - Will be fun when this bullish structure breaks. Seeing such sustained volume is rare for a microcap on Uniswap. Even getting larger candles as the price goes higher. Would love to tweet on a dip but only got one briefly so far.  https://t.co/IfryLdYqsM,9,['axia'],18,en
incomesharks,IncomeSharks,1440271556530225167,1,[],2021-09-21 11:07:52 UTC,@Laz_Florin @tradinbenjamins That was one of the last trades of the cycle before Uniswap plays all crashed (yes all went down). But it also did over a 10x and if you bought on early tweets you would have made good money.,0,[],0,en
incomesharks,IncomeSharks,1440176467413848068,9,[],2021-09-21 04:50:01 UTC,@dollob28 Everyone bringing back the old Uniswap plays. Recognize $SLM and $SMART from the last cycle.  https://t.co/ka3hCNE6pd,2,"['slm', 'smart']",3,en
incomesharks,IncomeSharks,1440071073949642762,1,[],2021-09-20 21:51:13 UTC,"@Zaneportelli @PremiumLandLLC @NarkiewiczJacob @tradinbenjamins Here's the link, you can literally click and it will take you to Uniswap where you can trade. Even circled the button for you.  https://t.co/m09FcV0keU  https://t.co/rCqyyVZh59",1,[],0,en
incomesharks,IncomeSharks,1438676146913103872,8,[],2021-09-17 01:28:17 UTC,@Kyle74472435 @RAFAELA_RIGO_  https://t.co/m09FcV0keU Can click the trade button to take you to Uniswap,1,[],1,en
incomesharks,IncomeSharks,1438666049763696642,17,[],2021-09-17 00:48:10 UTC,$POP making moves. Still doing really high volume for a Uniswap token. Looks like it wants to break $1 resistance next after clearing $.70.  https://t.co/pvUIZphbxG,6,['pop'],4,en
incomesharks,IncomeSharks,1438231599422656512,4,[],2021-09-15 20:01:49 UTC,@iGot_Worms @PoPt0wn I use Metamask but I'm very careful to never give out private keys or click on websites or try to link my metmask. I use a certain wallet specifically for buys and only link to Uniswap which I type in the URL to avoid phishing sites.,0,[],0,en
incomesharks,IncomeSharks,1433569263416066086,465,[],2021-09-02 23:15:21 UTC,$STAK - Amazing to see how many of these Uniswap plays look bottomed out and ready for explosive moves. Some incredible R:R plays just waiting for 5x and 10x moves. @jigstack  https://t.co/PBFyHzn5Tr,48,['stak'],73,en
incomesharks,IncomeSharks,1432857677906911235,1,[],2021-09-01 00:07:46 UTC,@humbledpath $UNI for example,1,['uni'],0,en
