username,id,language,retweets_count,tweet,hashtags,replies_count,cashtags,name,likes_count,created_at
inputoutputhk,1460971125840695307,en,87,"Mid-week repo update: #Cardano code forges continue to burn bright with 3,385 GitHub commits this week &amp; counting... 💪   To follow the latest code commits, bookmark the excellent  https://t.co/Tj4Ebgc65u   #Cardano $ADA #SmartContracts  https://t.co/8yq5tEr8Tm","['cardano', 'cardano', 'smartcontracts']",5,['ada'],Input Output,477,2021-11-17 14:00:34 UTC
inputoutputhk,1460702370661285896,en,11,"This is an ever-growing list &amp; we encourage you to contribute! If you see any missing projects, please submit a PR or drop a comment below &amp; we'll add it! #Cardano $ADA",['cardano'],11,['ada'],Input Output,97,2021-11-16 20:12:38 UTC
inputoutputhk,1460702368580964364,en,13,"💪 Crypto and Cardano Market Projection tool under the Plutus Pioneers 👍 @CCSPAssociation, @CardanoCnbg, xSPO Alliance, and Cardano Renewable Energy Stake Pool Alliance under stake pool alliances",[],1,[],Input Output,87,2021-11-16 20:12:37 UTC
inputoutputhk,1460702364294340609,en,20,"With the ecosystem growing so fast, we want YOU, the community, to help us keep this list up to date. Last week, we approved the following contributions:  🛠️ @jpgstoreNFT and ADAM - ADA Monitor App in the Tools section 👨‍🎨 @CardanoKitchen and @CardanoCity in the NFTs section",[],5,[],Input Output,102,2021-11-16 20:12:36 UTC
inputoutputhk,1460702362268491780,en,57,"Essential Cardano is an open-source repository for projects #BuildingOnCardano, mapping our growing ecosystem. It also provides a comprehensive list of resources if you are looking to learn more about #Cardano 📚    https://t.co/Rb7KWkimft","['buildingoncardano', 'cardano']",4,[],Input Output,309,2021-11-16 20:12:36 UTC
inputoutputhk,1460694349130473475,en,185,"NEW BLOG: Taking a closer look at ways of #DApp architecture on #Cardano. In this blog, we offer an example architecture and also discuss possible improvements that will boost transaction throughput and minimize delays in transaction processing.  https://t.co/RkKwlmJQtz","['dapp', 'cardano']",23,[],Input Output,930,2021-11-16 19:40:45 UTC
inputoutputhk,1460270639521189889,en,116,"ICYMI: Introducing the Catalyst Natives program, enabling any organization to leverage the power of the #Cardano community to solve business problems and drive growth. Join us in welcoming $COTI as our launch partner.   Read more here:  https://t.co/4NZaUi5Pf6  https://t.co/lXquezBVTy",['cardano'],24,['coti'],Input Output,642,2021-11-15 15:37:05 UTC
inputoutputhk,1459951779915964417,en,89,"Reminder❗#ProjectCatalyst #Fund7 insight sharing phase is underway.  Head over to  https://t.co/s8Eg2aSwfc, browse suggested challenges &amp; submit your perspective 💪   #Cardano $ADA  https://t.co/t17G5BXlwp","['projectcatalyst', 'fund7', 'cardano']",9,['ada'],Input Output,419,2021-11-14 18:30:03 UTC
inputoutputhk,1459899429448781828,en,107,"The #Cardano community includes thousands of creators &amp; coders. So each weekend, we like to do a shoutout or two 📣    Today, kudos to @Horrocubes &amp; puzzle box gaming &amp; #NFT project on Cardano blockchain.  Think someone should be featured? Tag them!👇  #CardanoCreators  https://t.co/ZdC4WfPMbC","['cardano', 'nft', 'cardanocreators']",55,[],Input Output,657,2021-11-14 15:02:02 UTC
inputoutputhk,1459807818802937856,en,51,"🛠️ Are you #BuildingOnCardano?  🤔 Got a technical question?  👀 Looking for answers to support development?  👉 Sign up to #Cardano Stack Exchange (it only takes a minute!), bring your questions and the community will answer!   https://t.co/UsI2iCxK7M","['buildingoncardano', 'cardano']",9,[],Input Output,320,2021-11-14 08:58:00 UTC
inputoutputhk,1459264876841422849,en,84,"Every Friday, we publish our weekly #Cardano development update. So for the lowdown on what IOG's dev team has been working on last week, head on over and take a look👇  https://t.co/LblgvO3zSr  https://t.co/FZAcDuxX9G",['cardano'],9,[],Input Output,429,2021-11-12 21:00:33 UTC
inputoutputhk,1459250049414799368,en,97,"NEW VIDEO: Get the freshest #Cardano development status with November's Mid Month update, now showing on YouTube. Join @timbharrison, Nigel Hemsley, Kevin Hammond &amp; architect John Woods for #PAB latest, network optimization, #Plutus Partners &amp; more  $ADA   https://t.co/N7IXRbtVM2","['cardano', 'pab', 'plutus']",21,['ada'],Input Output,532,2021-11-12 20:01:37 UTC
inputoutputhk,1459174289308065792,en,109,"ICYMI: #Cardano is built to be flexible &amp; designed to maximize throughput while allowing for responsiveness to increasing demand. As the network grows, we're tuning protocol parameters to adjust to pricing fluctuations, extend scalability &amp; throughput👇    https://t.co/UNGysEI8XV",['cardano'],24,[],Input Output,532,2021-11-12 15:00:35 UTC
inputoutputhk,1458811941120626691,en,93,"IOHK &amp; @CardanoStiftung will never ask you for money, your password or your passphrase. We do not conduct giveaways.⛔  When you come across a suspicious account or a website, report it to Cardano Fraud Detection Bureau &amp; help the community stay safe!  🙏   https://t.co/x7mez4o1MM",[],4,[],Input Output,419,2021-11-11 15:00:44 UTC
inputoutputhk,1458545081556869123,en,313,ANNOUNCEMENT: the new Catalyst Natives program enables any organization to leverage the power of the #Cardano community to solve business problems and drive growth. And we're delighted to welcome $COTI as our launch partner.   Read more:   https://t.co/MsH2d65Xse  #Cardano $ADA,"['cardano', 'cardano']",29,"['coti', 'ada']",Input Output,1318,2021-11-10 21:20:20 UTC
inputoutputhk,1458466478114672644,en,248,"NEW BLOG: #Cardano is built to maximize throughput while allowing for responsiveness to increasing demand. As the network grows, we’ll be tuning parameters to adjust to pricing fluctuations, extend scalability &amp; throughput properties.  https://t.co/UNGysEI8XV",['cardano'],34,[],Input Output,1062,2021-11-10 16:08:00 UTC
inputoutputhk,1458154691481817098,en,343,NEW BLOG: New collabs will drive #UTXO #blockchain forward momentum.  @alephium &amp; @DigiByteCoin are the latest to join the alliance fostering innovative #UTXO-based solutions.  #Cardano @KomodoPlatform @NervosNetwork @ergoplatformorg @topl_protocol  https://t.co/fw0IcG8TRn,"['utxo', 'blockchain', 'utxo', 'cardano']",45,[],Input Output,1357,2021-11-09 19:29:04 UTC
inputoutputhk,1458041938708471817,en,35,"The latest additions to the essential #Cardano include:   🛠️ @adanizecom &amp; the Cardano Jobs board in the Tools section 🎨 @TiliGallery &amp; Burgermania in the NFTs section 🪙 @PolyswapDEX, @CardStarter, and @RayNetwork under #DEXs","['cardano', 'dexs']",2,[],Input Output,227,2021-11-09 12:01:01 UTC
inputoutputhk,1458041936737099780,en,97,We created our Essential Cardano GitHub repo to curate a definitive list of all #Cardano ecosystem projects. Log a Pull request &amp; help us build this ever-growing resource 👇  https://t.co/Rb7KWkimft,['cardano'],12,[],Input Output,590,2021-11-09 12:01:01 UTC
inputoutputhk,1457732159897210889,en,94,ICYMI: Empowering a new generation of innovators in Ghana🇬🇭  Input Output's education mission continues with a new #Haskell course for an initial cohort of 80 student developers in Ghana to create #blockchain solutions.  #Cardano $ADA @LarsBrunjes   https://t.co/ycHQv3dH1V,"['haskell', 'blockchain', 'cardano']",8,['ada'],Input Output,601,2021-11-08 15:30:04 UTC
inputoutputhk,1457352143569047553,en,170,"The #Cardano community includes thousands of creators &amp; coders. So each weekend, we like to do a shoutout or two 📣    Today, kudos to @Tokhun_io &amp; their #CNFT marketplace &amp; native asset minting platform   Think someone should be featured? Tag them!👇  #CardanoCreators  https://t.co/0wTPNvD82X","['cardano', 'cnft', 'cardanocreators']",36,[],Input Output,875,2021-11-07 14:20:01 UTC
inputoutputhk,1457271103257300994,en,62,"🛠️ Are you #BuildingOnCardano?  🤔 Got a technical question?  👀 Looking for answers to support development?  👉 Sign up to #Cardano Stack Exchange (it only takes a minute!), bring your questions and the community will answer!   https://t.co/UsI2iCxK7M","['buildingoncardano', 'cardano']",7,[],Input Output,374,2021-11-07 08:58:00 UTC
inputoutputhk,1456685259450249218,en,68,"Every Friday, we publish our weekly #Cardano development update. So for the lowdown on what IOG's dev team has been working on last week, head on over and take a look👇  https://t.co/bMO28NkVQ2  https://t.co/ljtQob3Nbm",['cardano'],6,[],Input Output,350,2021-11-05 18:10:04 UTC
inputoutputhk,1456683597314863113,en,45,You can find out more about the many ecosystem projects by visiting our Essential repo. Good luck to everyone as we start to accelerate towards #dApp #DEX and #DeFi deployment on #Cardano $ADA 💪 4/4   https://t.co/sO4jlLFimp,"['dapp', 'dex', 'defi', 'cardano']",10,['ada'],Input Output,440,2021-11-05 18:03:28 UTC
inputoutputhk,1456683594219413516,en,39,"This marks a significant milestone in the #DeFi journey on Cardano, simplifying on-chain #smartcontracts integration and smoothing the route to #dApp  deployment. $ADA #Cardano 2/4","['defi', 'smartcontracts', 'dapp', 'cardano']",2,['ada'],Input Output,456,2021-11-05 18:03:27 UTC
inputoutputhk,1456683592726233097,en,647,"Today, we have just released a beta version of the integrated PAB and have now invited our developer community to try it out on the Cardano testnet, put it through its paces and provide us with their feedback 👍💪#Cardano $ADA 1/4  https://t.co/IzDbxQk9Vn",['cardano'],113,['ada'],Input Output,2308,2021-11-05 18:03:27 UTC
inputoutputhk,1456636965034631179,en,168,"NEW BLOG: Continuing in our education mission and commitment to fostering the adoption of #blockchain technology worldwide, we are announcing the launch of a #Haskell programming course in Ghana 🇬🇭 🎓   #Cardano $ADA @LarsBrunjes  https://t.co/ycHQv3dH1V","['blockchain', 'haskell', 'cardano']",19,['ada'],Input Output,916,2021-11-05 14:58:10 UTC
inputoutputhk,1456275194889359360,en,83,"IOHK &amp; @CardanoStiftung will never ask you for money, your password or your passphrase. We do not conduct giveaways.⛔  When you come across a suspicious account or a website, report it to Cardano Fraud Detection Bureau &amp; help the community stay safe!  🙏   https://t.co/x7mez4o1MM",[],7,[],Input Output,338,2021-11-04 15:00:37 UTC
inputoutputhk,1456241072544358402,en,147,"ICYMI: Buffalo soldiers march to the heart of the #blockchain  @CryptoBisons, a blockchain-enabled #NFT game unveiled at #CardanoSummit2021, is based on a concept from @IOHK_Charles, who, as well as founding #Cardano, is a long-time gamer &amp; game designer.  https://t.co/c71TG0XUuY","['blockchain', 'nft', 'cardanosummit2021', 'cardano']",45,[],Input Output,872,2021-11-04 12:45:02 UTC
inputoutputhk,1455905122802864138,en,451,"ICYMI: Plutus Application Backend (PAB): supporting development on #Cardano.  We’re now in the process of integrating the PAB to the wallet backend &amp; delivering an end-to-end environment for developers to test #DApps, prior to mainnet deployment.   https://t.co/dzYClyFjXv","['cardano', 'dapps']",69,[],Input Output,1680,2021-11-03 14:30:05 UTC
inputoutputhk,1455884034333200384,en,13,Register to hear IO team's presentations👇   🤓 TCC 2021:  https://t.co/tPYfK97uRM ✏️ CSS2021:  https://t.co/iMxaLJvYQX   #Cardano $ADA,['cardano'],1,['ada'],Input Output,95,2021-11-03 13:06:17 UTC
inputoutputhk,1455527548490862601,en,51,"Essential Cardano is your community-sourced catalogue tracking all the organizations, partners, and projects in the Cardano ecosystem. Plus a comprehensive collection of resources to help you learn more about #Cardano. We welcome all your contributions!",['cardano'],5,[],Input Output,345,2021-11-02 13:29:44 UTC
inputoutputhk,1455191659520667650,en,48,"ICYMI: Announced earlier this month, 100 Cardano stake pools are now benefitting from the 3rd round of IOG delegation. They were chosen from 520 nominations made by stake pool operators, to recognise their contribution to the #Cardano community.  https://t.co/cxqdUAgVdO",['cardano'],12,[],Input Output,329,2021-11-01 15:15:02 UTC
inputoutputhk,1454825655686864898,en,123,"The #Cardano community includes thousands of creators &amp; coders. So each weekend, we like to do a shoutout or two.   Today, kudos to @empowa_io - one of the #ProjectCatalyst Fund5 funded projects!   Think someone should be featured? Tag them! #CardanoCreators  https://t.co/k8WxdvuKNQ","['cardano', 'projectcatalyst', 'cardanocreators']",23,[],Input Output,676,2021-10-31 15:00:40 UTC
inputoutputhk,1454734388290326529,en,77,"🛠️ Are you #BuildingOnCardano?  🤔 Got a technical question?  👀 Looking for answers to support development?  👉 Sign up to #Cardano Stack Exchange (it only takes a minute!), bring your questions and the community will answer!   https://t.co/UsI2iCxK7M","['buildingoncardano', 'cardano']",9,[],Input Output,335,2021-10-31 08:58:00 UTC
inputoutputhk,1454531057211092995,en,71,NEW VIDEO: #Cardano &amp; electronic music come together in a conversation between @IOHK_Charles &amp; dance music pioneer @pauloakenfold. In this video from #CardanoSummit2021 they explore the opportunities for collaboration &amp; new ways of supporting artists! #NFT  https://t.co/JgRgJ2szyJ,"['cardano', 'cardanosummit2021', 'nft']",8,[],Input Output,397,2021-10-30 19:30:02 UTC
inputoutputhk,1454178733171032068,en,72,"Every Friday, we publish our weekly #Cardano development update. So for the lowdown on what IOG's dev team has been working on last week, head on over and take a look👇   https://t.co/agkkEzJSEE  https://t.co/TgD4ILOgSq",['cardano'],10,[],Input Output,399,2021-10-29 20:10:01 UTC
inputoutputhk,1454085776065630208,en,39,"ICYMI: Every month, we’re bringing you all the latest from the #Cardano universe with #Cardano360 🌐  Here you will see the freshest news &amp; feature content from across the growing ecosystem ⬇️    https://t.co/BfoZDPn1rK","['cardano', 'cardano360']",3,[],Input Output,262,2021-10-29 14:00:39 UTC
inputoutputhk,1454065482970148866,en,57,"ICYMI: At September’s #CardanoSummit2021, we laid out our plans on the introduction of new levels of certification for #DApps running on #Cardano. This certification program will provide levels of quality for DApps and their internal smart contacts.  https://t.co/R6wntWGuGy","['cardanosummit2021', 'dapps', 'cardano']",5,[],Input Output,336,2021-10-29 12:40:01 UTC
inputoutputhk,1454058698029117445,en,9,💡Proposers who didn't get selected - don't be disheartened. The community rewards those who are consistent &amp; improve their proposals according to their feedback. #Fund7 begins on Nov 11 and will see almost double the funds available at $8M in $ADA.   We hope to see you then!💪,['fund7'],0,['ada'],Input Output,82,2021-10-29 12:13:03 UTC
inputoutputhk,1454058693583155200,en,32,"ICYMI: It's official. #Cardano #ProjectCatalyst Fund6 voting results are in!    👉See the approved tally results PDF via this link:  https://t.co/Riw9yV7KrH  TLDR: 👉151 proposals funded &amp; 21 community challenges selected 👉±292,000 total votes cast &amp; ±44,500 wallets registered","['cardano', 'projectcatalyst']",3,[],Input Output,218,2021-10-29 12:13:02 UTC
inputoutputhk,1454056044796260354,en,179,"NEW BLOG: #Mithril: a stronger and lighter #blockchain for better efficiency 💪   A new IOHK-developed protocol acts as a stake-based threshold signature scheme allowing for transparent, secure, and lightweight stake leveraging. #Cardano $ADA  https://t.co/Ssv05BEguE","['mithril', 'blockchain', 'cardano']",26,['ada'],Input Output,748,2021-10-29 12:02:30 UTC
inputoutputhk,1453747921363644420,en,52,NEW BLOG: @CryptoBisons is a musical #NFT game unveiled at the #CardanoSummit2021 – and it has far-reaching implications for a host of other applications.   #Cardano  https://t.co/d034jfYsA9,"['nft', 'cardanosummit2021', 'cardano']",13,[],Input Output,279,2021-10-28 15:38:08 UTC
inputoutputhk,1453745874652258312,en,57,STARTING SOON: #Cardano360 October Edition starts in 1h! ⏰  Your monthly tour of the #Cardano universe!🌐  Head over to our YouTube Premiere. We’ll be on air very soon👇   https://t.co/4FaSohIga3  https://t.co/Q2AeJ3vN1a,"['cardano360', 'cardano']",3,[],Input Output,283,2021-10-28 15:30:00 UTC
inputoutputhk,1453738481641934859,en,44,"IOHK &amp; @CardanoStiftung will never ask you for money, your password or your passphrase. We do not conduct giveaways.⛔  When you come across a suspicious account or a website, report it to Cardano Fraud Detection Bureau &amp; help the community stay safe!  🙏   https://t.co/x7mez4FCEk",[],0,[],Input Output,240,2021-10-28 15:00:37 UTC
inputoutputhk,1453694785189986311,en,77,"NEW BLOG: In a previous blog post, we discussed the on- and off-chain functionality of core components of #Plutus in greater detail. Here, let’s dive deeper into Plutus off-chain capabilities &amp; take a look at the Plutus Application backend.  #DApp #Cardano  https://t.co/w3QunOkVms","['plutus', 'dapp', 'cardano']",9,[],Input Output,427,2021-10-28 12:06:59 UTC
inputoutputhk,1453640608082444290,en,76,⏰ Streaming in 8h: #Cardano360 October edition!  Join your regular host @timbharrison along with guests from across the ecosystem with all the latest updates and deeper dives into the Cardano universe. 🔭   See you there? 😉   https://t.co/4FaSohIga3,['cardano360'],10,[],Input Output,370,2021-10-28 08:31:42 UTC
inputoutputhk,1453413714539995141,en,67,New episode of #Cardano360 - October edition! 🎃   We invite you to join us tomorrow at 16:30 UTC for a full spectrum of updates from the busy #Cardano universe!   Subscribe to our Youtube to be alerted! 😉 See you there?  https://t.co/KUnhUBZfDx  https://t.co/sDuSbLLnRf,"['cardano360', 'cardano']",16,[],Input Output,353,2021-10-27 17:30:07 UTC
inputoutputhk,1453401106550247430,en,46,"ON THE BLOG:: The latest 100 #Cardano stake pools to benefit from delegation by IOG-controlled $ADA funds have been announced! They were chosen from 520 nominations by SPOs, with their overall contribution to the community being the prime factor in judging  https://t.co/cxqdUAgVdO",['cardano'],12,['ada'],Input Output,328,2021-10-27 16:40:01 UTC
inputoutputhk,1453345885895725057,en,76,"Mid-week repo update: #Cardano code forges continue to burn bright with 3,254 GitHub commits this week &amp; counting...🔥   To follow the latest code commits, bookmark the excellent  https://t.co/Tj4Ebgc65u   #Cardano $ADA  https://t.co/xrfRstuBiz","['cardano', 'cardano']",9,['ada'],Input Output,497,2021-10-27 13:00:35 UTC
inputoutputhk,1453339574676172800,en,181,"NEW VIDEO: Djed - A Formally Verified Crypto-Backed Pegged Algorithmic Stablecoin.  In this explainer, @DaveLikesCrypto takes us through the core principles of stablecoins and gives you a quick understanding of what it's all about. #Djed #Cardano   https://t.co/sbMaheB7xb","['djed', 'cardano']",24,[],Input Output,742,2021-10-27 12:35:31 UTC
inputoutputhk,1453076471849918474,en,157,"NEW BLOG: This month, members of the team are in Africa, meeting entrepreneurs and politicians across the continent. Here are some edited parts of a speech by IOG chief @IOHK_Charles at a recent event in Cape Town.  #Cardano  https://t.co/YWcBaCL9N4",['cardano'],44,[],Input Output,901,2021-10-26 19:10:02 UTC
inputoutputhk,1453014823365664783,en,75,"#Cardano360: A new episode of the Cardano monthly show  Featuring #CardanoSummit2021, #ProjectCatalyst, community updates and more! Join us for a regular update on all aspects of #Cardano development.  When? 28th of October, 16:30 UTC Where?  https://t.co/KUnhUBZfDx  https://t.co/Z3IGnLubOW","['cardano360', 'cardanosummit2021', 'projectcatalyst', 'cardano']",7,[],Input Output,411,2021-10-26 15:05:04 UTC
inputoutputhk,1452657460683198474,en,132,"Tune in for the latest edition of our #Cardano360 monthly show on Thursday,  October 28th for news and updates from the #Cardano ecosystem.   Subscribe to our Youtube and hit the 🔔 to be alerted on the day!   https://t.co/KUnhUBZfDx  https://t.co/9sjsPGH37k","['cardano360', 'cardano']",20,[],Input Output,566,2021-10-25 15:25:02 UTC
inputoutputhk,1452651291423948811,en,63,"ICYMI: Cardano: robust, resilient – and flexible.   Read a blog post by @khstandrews on how we’ll be continuing to tune and evolve the network as we grow ⤵️   https://t.co/UYWUOkBBhu",[],3,[],Input Output,336,2021-10-25 15:00:31 UTC
inputoutputhk,1452636232048156675,en,73,"#Cardano360 October edition is coming on Thursday 28th, 16:30 UTC!  Join your regular host @timbharrison, Input Output team &amp; guest speakers to learn about everything happening in the #Cardano universe!  Subscribe to our Youtube to be alerted! 🔔   https://t.co/KUnhUBZfDx  https://t.co/hiesUWDZbX","['cardano360', 'cardano']",2,[],Input Output,395,2021-10-25 14:00:41 UTC
